id_empleado,nombre,cedula,cargo,fecha_ingreso,telefono,email
254,María Luisa Marianela Pineda Serna,8986912252,Cortador,2024-11-26,+34 716 67 95 66,ameliaanguita@gmail.com
255,Otilia África Elorza Méndez,9727332286,Empacador,2022-09-10,+34718 955 254,bgarcia@soler.com
256,Nerea Aguiló Reina,1027276209,Diseñador,2020-08-11,+34911 316 489,blancoguiomar@macias.com
257,Zoraida Pacheco Agustín,3287885305,Cortador,2023-06-25,+34608 157 918,gcid@yahoo.com
258,Fernando Poza,411041250,Confeccionista,2021-11-11,+34737 966 134,lastraofelia@yahoo.com
259,Noelia Calleja-Cózar,3206272834,Empacador,2025-05-29,+34 710 69 57 03,alsinamaricela@yahoo.com
260,Débora de Pino,4960831062,Confeccionista,2023-10-09,+34708500499,demetrio12@yahoo.com
261,Trini Muñoz Sales,2090639942,Diseñador,2020-06-23,+34721 59 94 15,eocana@ropero-sanmiguel.com
262,Elodia Porta Aguiló,6921944474,Cortador,2024-11-29,+34725 136 231,navarrosandra@hotmail.com
263,Edelmira Lopez,9336603017,Diseñador,2024-07-29,+34 747 94 05 51,odalysbermudez@abad.com
264,Esteban Guzman Galiano,475759186,Supervisor,2020-11-26,+34 745 91 27 69,xalarcon@gmail.com
265,Paloma Hierro Arco,1975657060,Cortador,2024-09-07,+34733277729,alejoguzman@gmail.com
266,Joel Borja Sola Cantero,6865798241,Empacador,2021-12-07,+34 723 212 088,clerma@duran-diaz.com
267,Crescencia Garzón Abascal,8443464761,Cortador,2023-02-01,+34 727 11 59 74,mvilaplana@cruz.es
268,Tristán Sevilla Alegria,9684555570,Cortador,2021-05-30,+34 740623647,ceferino64@gargallo.com
269,Felix de Marco,4593917745,Confeccionista,2024-07-05,+34700 855 410,hurtadorosa@polo.com
270,Benito de Verdú,6257637082,Confeccionista,2022-06-06,+34 748 339 158,guitartpaca@rius.es
271,Narcisa Cárdenas Doménech,6889614597,Supervisor,2021-04-14,+34 805159107,valcarcelmaria-pilar@yahoo.com
272,Teo Campoy,5440634762,Supervisor,2022-07-13,+34 736 314 364,dalmaulina@yahoo.com
273,Alonso del Lledó,3896207537,Empacador,2023-06-03,+34729 405 706,wsoto@yahoo.com
274,Salud Loida Nieto Arana,9813078599,Diseñador,2025-02-02,+34 603 257 591,dnadal@serrano-bolanos.es
275,Ciríaco de Blanch,5798989398,Empacador,2021-01-09,+34 624 860 303,lfranco@yahoo.com
276,Fanny Huerta Solé,5259305316,Empacador,2022-10-10,+34989935290,maximilianozaragoza@girona.com
277,Magdalena Renata Mariño Checa,6542931403,Confeccionista,2024-11-11,+34856 32 21 34,lladocamila@poza-saldana.es
278,Charo Renata Verdejo Menendez,7391258368,Empacador,2022-09-24,+34 701 969 603,luisborrell@gmail.com
279,Ester Gargallo Bustamante,8072547254,Supervisor,2024-02-20,+34 738 038 559,mendezcarmela@hotmail.com
280,Candela Martin Ferrán,1380341638,Cortador,2023-12-03,+34 703 935 989,lmelero@yahoo.com
281,Arcelia Casares,7626976016,Supervisor,2022-12-05,+34735 182 022,caminopriscila@carbonell-carrillo.com
282,Odalis Quirós Alfonso,1361733066,Cortador,2024-07-15,+34721 066 860,fplana@vendrell.com
283,Amor Rovira-Gras,681218975,Cortador,2022-03-29,+34 657 888 111,maria-del-carmenpolo@yahoo.com
284,Ricarda Adán Poza,9429361920,Empacador,2022-03-04,+34 668125914,annamarti@cerro-fiol.es
285,Marta Ramis,1540654176,Supervisor,2021-06-07,+34 888 39 44 03,uvaldes@gmail.com
286,Blanca Falcó Villar,5931155914,Cortador,2025-06-15,+34870 37 03 45,pineiroeligio@guillen-fuster.es
287,Felipa Tur,3687094309,Supervisor,2023-10-21,+34718786025,jose-mariamari@pons-rio.es
288,José Mari Santamaria,7686302782,Supervisor,2021-07-08,+34906 948 416,adela24@gmail.com
289,Iván Talavera Rosa,3084443500,Empacador,2023-07-01,+34671 362 900,albertzurita@yahoo.com
290,Roberta Gómez Salvador,9522296739,Cortador,2022-07-26,+34 700040401,asaenz@yahoo.com
291,Lupe Sans Izaguirre,8413742088,Confeccionista,2021-05-17,+34722 69 05 90,xpuerta@hotmail.com
292,Cristian del Torrens,2882500527,Empacador,2020-12-30,+34823 998 135,georgina38@adan-arana.es
293,Custodio Verdugo,8676327960,Confeccionista,2022-09-12,+34 743 74 88 06,javier95@gmail.com
294,Dominga Cervera Ferrán,8695669867,Confeccionista,2022-12-25,+34 708387294,carmelitacabeza@baena.org
295,Balduino Bonet-Maestre,9000059743,Cortador,2024-08-06,+34 729 49 87 87,artemio72@calvo-tejada.com
296,Anacleto Manolo Capdevila Santiago,1181472655,Empacador,2021-09-23,+34 713780235,agudodario@pou.com
297,Juanito del Rincón,1299532915,Empacador,2021-08-25,+34824 220 407,blazquezcalista@gmail.com
298,Sancho Taboada Vazquez,7259308625,Empacador,2023-08-23,+34701 770 903,consuelacastello@yahoo.com
299,Anunciación Martin Sales,5398918883,Cortador,2024-01-20,+34747379932,wmarquez@pinilla.org
300,Dani Hurtado Esteve,1847935144,Cortador,2024-02-28,+34 706059448,gonzaloalcides@morata.com
301,Isaura Falcón Chacón,7659649641,Confeccionista,2024-10-20,+34903 490 342,eladioolive@hotmail.com
302,Artemio Canet Arellano,5506207876,Supervisor,2022-04-17,+34 908 75 72 36,inocencio80@yahoo.com
303,Luna Ramos Román,8913007169,Diseñador,2023-12-20,+34734 931 094,petrona37@yahoo.com
304,Leocadio Coca Saavedra,4958183734,Empacador,2025-01-08,+34648 289 583,reina44@albero.es
305,Fabián Dueñas Marin,3305713307,Cortador,2020-07-09,+34 645 61 78 78,xiomaramoya@solis.es
306,Silvio Huerta Juliá,879568024,Supervisor,2023-01-07,+34 873 44 08 48,rosalia30@gmail.com
307,Martin Nilo Montserrat Avilés,9656666289,Cortador,2024-03-06,+34 830443023,silvia31@gmail.com
308,Eusebio Cabanillas Barrena,2431457237,Empacador,2025-05-07,+34862846289,figuerolagervasio@yahoo.com
309,Humberto Cámara Ojeda,3988002050,Supervisor,2022-11-18,+34715 876 143,doraflor@ayuso.com
310,Emiliana Pareja,2375664997,Confeccionista,2024-08-15,+34727518431,caballerocoral@gmail.com
311,Jafet Portero-Galán,165742200,Empacador,2021-05-15,+34873 41 89 36,buenaventura87@hotmail.com
312,Victorino Madrid Pereira,4045921991,Diseñador,2023-02-22,+34730334904,leonardo75@hotmail.com
313,Martin Pizarro Iniesta,6195428661,Confeccionista,2023-04-03,+34 847722489,valeriacrespo@parra.com
314,Xavier Frías-Casal,2861341584,Diseñador,2024-04-13,+34 943 021 064,peraberta@clavero.es
315,Prudencia Anguita Torre,8389677983,Diseñador,2022-10-20,+34805348880,maria-luisacanales@gmail.com
316,Vinicio Heredia Fernández,7697931349,Confeccionista,2024-04-20,+34 701 538 681,pancho69@bejarano-salcedo.org
317,Paula Baquero Marqués,7994865036,Cortador,2022-07-13,+34708 442 769,martin40@gmail.com
318,Aura Iriarte Jurado,6556052410,Diseñador,2022-03-27,+34 722274721,arribasgilberto@hotmail.com
319,Florentino Becerra Nevado,5217042589,Empacador,2023-08-09,+34749 108 000,fidela06@oller-menendez.net
320,Víctor Vila Criado,5144899335,Cortador,2022-04-06,+34999180132,merche25@pages.net
321,José María Arellano Soria,6789740123,Confeccionista,2020-07-03,+34 744535056,danilo29@yahoo.com
322,Lázaro Sebastián Gárate Morata,8058491074,Supervisor,2024-12-14,+34 703459111,xfabregas@gmail.com
323,Vanesa Echeverría,8521292121,Supervisor,2024-07-25,+34742550582,martin97@palomo.es
324,Rosario de Villalba,7782068841,Empacador,2023-07-14,+34 728 88 34 46,taboadaponcio@hotmail.com
325,Alma Zorrilla-Arroyo,6613162528,Confeccionista,2024-09-11,+34746 151 501,imiranda@pages-porras.com
326,Severino Arnal-Larrea,982808772,Confeccionista,2025-05-06,+34 712563385,bcastellanos@hotmail.com
327,Cloe Macaria Viana Rosa,6124344694,Confeccionista,2025-03-15,+34 978 096 115,juan-luisrocamora@pons.com
328,Isabela Planas Cortes,9599048993,Supervisor,2021-02-10,+34859845851,pbernat@yahoo.com
329,Casemiro Zamora Bueno,7734480268,Empacador,2021-11-16,+34 729 324 457,celiatomas@perales.net
330,Cándido Pomares Tapia,9700742297,Empacador,2021-08-26,+34809068801,alcides66@gmail.com
331,Cecilio Emiliano Beltran Martí,4466478140,Empacador,2022-04-16,+34739 99 16 13,amaya90@yahoo.com
332,Alberto Vila Lladó,1656315170,Cortador,2025-02-13,+34 961435092,vera93@esparza-mate.org
333,Gloria Font Bilbao,242493954,Supervisor,2022-07-25,+34743 413 026,tejeraadolfo@gmail.com
334,Josefina Rios Amo,8680492802,Empacador,2021-09-27,+34722 436 221,deliaharo@yahoo.com
335,Amado Vicente Arce,3643506986,Confeccionista,2022-07-02,+34728 059 273,xolivares@yahoo.com
336,Julián de Gálvez,7882583346,Empacador,2023-09-11,+34901 13 08 00,blancachus@yahoo.com
337,Anabel Goicoechea-Arnaiz,3995343558,Empacador,2024-01-10,+34 983 66 18 08,hortensiasanchez@hotmail.com
338,Esmeralda Iriarte,6153628995,Diseñador,2021-02-28,+34 681172964,albina20@villegas-cabrera.com
339,Felicia Santamaría-Falcó,8293739193,Supervisor,2022-09-24,+34703 630 320,sbernat@gmail.com
340,Sabas Diez Malo,3082857086,Empacador,2022-09-02,+34737 487 602,baudelioponce@hotmail.com
341,Nereida Campillo-Ramírez,3871060655,Diseñador,2024-06-17,+34717 060 509,bertagallego@gmail.com
342,Mateo Quintero Ramos,2871592233,Supervisor,2022-10-01,+34709 443 136,bilbaoanastasio@cervantes-ayllon.es
343,Rafaela Moya Bravo,8463875000,Empacador,2022-05-08,+34933 55 78 39,berenguerencarna@yahoo.com
344,Edelmira Mas-Planas,7864419007,Empacador,2020-07-17,+34741 09 44 07,ptejera@hotmail.com
345,Crescencia Ibañez Barbero,4925502294,Cortador,2024-11-21,+34 823 63 93 31,cvicens@yahoo.com
346,Teodora Ripoll Urrutia,9992337759,Confeccionista,2024-10-05,+34977236842,zespanol@hotmail.com
347,Mercedes Sobrino Fuente,7589607438,Empacador,2024-10-09,+34 743 57 16 09,tono07@hotmail.com
348,Desiderio de Roldan,5061218985,Confeccionista,2020-09-17,+34 851 48 49 52,rvazquez@herrera.es
349,Juan Pablo Alberto Andreu,8366566816,Supervisor,2021-07-16,+34708500652,corderoflorentino@navarro.com
350,María Ángeles Tena Querol,9530494188,Confeccionista,2023-11-12,+34703 342 722,nacio81@yahoo.com
351,Loida Salamanca Durán,5411674707,Empacador,2025-03-31,+34 709 276 633,jose-ramonarnau@tellez.com
352,Macario Valverde Casanova,4389609608,Supervisor,2024-08-22,+34 805023269,manuelberto@julia.es
353,Rico Remigio Camino Abella,7480347027,Supervisor,2024-09-16,+34 937 109 138,sernacristina@yahoo.com
354,Humberto Galvez-Romeu,7680901956,Confeccionista,2023-02-16,+34 724950908,valenzuelaalbano@zurita-calatayud.es
355,Baldomero Piquer Lasa,1373535477,Diseñador,2022-02-28,+34719 05 65 71,gonzalezxiomara@contreras-cuervo.com
356,Hipólito Tovar Bermejo,2841484600,Diseñador,2022-07-27,+34 833122507,victor48@paz.org
357,Selena Naranjo-Egea,1477467302,Confeccionista,2022-10-07,+34 740038005,juan-pablogomez@gmail.com
358,Asunción Bellido-Sola,8841250772,Supervisor,2023-08-26,+34 737636922,obarbero@martinez.es
359,Reyna Ruano Ros,9739495618,Confeccionista,2025-02-27,+34 997951909,augusto44@hotmail.com
360,Marino del Palomo,7430264351,Empacador,2022-04-25,+34725 80 28 01,antoniagiralt@yahoo.com
361,Omar Arnaiz-Fabra,1868154392,Empacador,2022-11-16,+34 714107382,villaradora@yahoo.com
362,Rosendo Montesinos Paz,319424804,Confeccionista,2020-12-19,+34 665 450 965,ddieguez@hotmail.com
363,Jesús Solé Escamilla,2888834531,Cortador,2024-10-04,+34 734 092 322,mandreu@alemany.es
364,Jordi Poncio Piña Paz,6902050031,Confeccionista,2023-11-12,+34 736 228 482,xelorza@ferrera-cortes.com
365,Maristela Sanz-Egea,4491445466,Supervisor,2022-05-18,+34 732689054,evelez@yahoo.com
366,Wilfredo Cordero Orozco,3138828835,Supervisor,2022-06-17,+34735993609,anselma57@yahoo.com
367,Ceferino del Cañas,3017156585,Diseñador,2024-11-06,+34730 521 996,linodieguez@ibanez-anton.org
368,Ciríaco Benítez-Coello,8347243800,Cortador,2024-04-24,+34973 51 86 01,riusjulie@hotmail.com
369,Eloy Galindo Puente,8055279415,Supervisor,2021-08-03,+34 730 936 662,campoyadora@echevarria-bosch.es
370,Ricarda Angulo Rovira,1755883804,Cortador,2024-11-26,+34 642770772,paulinocanizares@gmail.com
371,Luis Ángel Arana Valero,8975640978,Supervisor,2025-05-30,+34959248109,martiriopol@ballesteros.com
372,Poncio Cuervo Mayo,2401118124,Empacador,2025-03-07,+34925 71 07 85,sosimo39@yahoo.com
373,Noemí Tello-Porras,163906293,Empacador,2023-03-18,+34726 033 474,marita30@yahoo.com
374,Mireia Esteban Palacios,4025605551,Supervisor,2022-09-28,+34 932 27 38 65,jbarrera@montoya.net
375,Juan Pablo Araujo Jordán,2929098678,Empacador,2021-02-19,+34 727 654 339,pioreguera@bou.net
376,Bartolomé Suarez,5810922538,Cortador,2022-03-15,+34 700210744,anibal25@gmail.com
377,María Dolores Madrigal Larrea,8721128590,Confeccionista,2023-10-08,+34702 59 14 74,agustinfeliu@yahoo.com
378,Marta de Iglesias,2518534859,Diseñador,2022-08-16,+34 730 22 05 07,vvinas@alcalde.es
379,Eliseo Amaro Espinosa Corral,4266529704,Supervisor,2021-06-05,+34950 25 76 72,mpelaez@hotmail.com
380,Lucio Barberá-Pérez,6691047180,Empacador,2021-06-10,+34 744 88 24 10,ramat@gmail.com
381,Anna Redondo Garriga,4481893173,Supervisor,2023-04-27,+34732 32 85 56,esteban86@yahoo.com
382,Luz Arcos Marí,7053203494,Confeccionista,2020-07-16,+34 803 032 402,carrenohector@sebastian-poza.com
383,Roberto Diéguez Cañizares,2186155638,Diseñador,2023-05-09,+34641 574 464,francisco-javier27@angulo.com
384,Laura Arregui Goicoechea,3597485105,Confeccionista,2021-07-22,+34878312368,jaensonia@yahoo.com
385,Marcial Clavero Juárez,6209662035,Supervisor,2022-12-20,+34717181074,isabelapacheco@yahoo.com
386,Zacarías Checa Cueto,7418703135,Supervisor,2020-11-12,+34702867695,jodarconstanza@gmail.com
387,Cleto de Trillo,6896999916,Confeccionista,2021-08-01,+34721 05 02 03,lina84@pou.org
388,Tomasa Marisela Pino Castejón,7020475456,Confeccionista,2023-04-27,+34 912 016 202,adonaire@gmail.com
389,Belén Aguilar-Sarmiento,7038719530,Diseñador,2021-08-21,+34606 059 644,squiros@hotmail.com
390,Carina Calleja Sanjuan,1034215661,Empacador,2023-09-11,+34717226176,isidorazabala@romeu.com
391,Cintia Mate Martorell,400577362,Confeccionista,2021-06-09,+34714 803 686,eleuterioroyo@ribes-pena.com
392,Eleuterio Cordero Jurado,3512676585,Empacador,2021-08-05,+34730 06 97 33,dbelmonte@hotmail.com
393,Goyo Acero Pallarès,5482869593,Supervisor,2024-06-30,+34950 227 575,maximianoalfonso@bertran.es
394,Raquel Hurtado Gracia,9530875177,Cortador,2021-10-11,+34637135448,albaguiomar@yahoo.com
395,María Jesús Valentín Castells,1811494673,Empacador,2020-10-04,+34 729 06 52 61,charojimenez@yahoo.com
396,Celia Sanmartín Acosta,23915754,Diseñador,2022-01-31,+34 701 640 181,tvelasco@sebastian.com
397,Ruperta Adadia Iniesta,9747013781,Diseñador,2020-10-08,+34 870581587,vicente33@pou-montesinos.es
398,Samu Montesinos Vilalta,2956583848,Confeccionista,2025-02-14,+34939 58 16 52,abril83@hotmail.com
399,Natalio Domínguez Madrid,849993493,Diseñador,2022-02-03,+34711 10 10 40,vpareja@tejero-morcillo.com
400,Máximo Pablo López,4773284559,Diseñador,2024-12-30,+34 695671760,cristinaexposito@gmail.com
401,Eufemia Zorrilla Agullo,1887267538,Confeccionista,2020-07-09,+34927 516 804,ramirosierra@gmail.com
402,Ibán Bilbao Montenegro,1599680139,Empacador,2023-12-09,+34 715665816,zaguado@moliner.es
403,Pili Pallarès Iñiguez,9726916650,Diseñador,2022-06-02,+34 722 30 96 64,feijooaristides@yahoo.com
404,Florencia Vázquez Vilar,6853121967,Empacador,2022-10-02,+34617 898 469,lmascaro@vilanova.es
405,Raquel Mayo Almagro,6600930899,Empacador,2023-08-23,+34705 35 43 51,trinidadjove@caparros.es
406,Guiomar Baños Yáñez,9057470074,Confeccionista,2021-07-25,+34 731 374 468,maria-angelesalmansa@gmail.com
407,Goyo Fortuny Mateos,7868516278,Diseñador,2022-05-28,+34723992244,dalmaumiguel@borrego.org
408,Francisca Simó Gallardo,7990067981,Cortador,2021-04-24,+34737248435,macarena46@cerezo-pedrosa.es
409,Jafet Jaén Ochoa,2974644382,Empacador,2021-10-12,+34747720567,mcardona@bustos.com
410,Hortensia del Mas,6178147070,Empacador,2022-11-30,+34692125001,buenaventura34@yahoo.com
411,Jenaro Navas Ávila,4811825521,Diseñador,2024-05-06,+34736 909 584,fustergilberto@yahoo.com
412,Caridad Batalla Feliu,4008386561,Diseñador,2023-03-06,+34 729 682 831,gabrielagracia@pedrosa.es
413,Gerónimo Julián Ángel Guerrero,8498387916,Supervisor,2024-01-30,+34 709 258 757,tito87@hotmail.com
414,Remedios Narváez Terrón,6584858269,Cortador,2024-05-28,+34609 079 688,amigojennifer@yahoo.com
415,Gloria Casandra Mascaró Mulet,803641241,Supervisor,2020-07-16,+34706 559 180,orozcocamila@yahoo.com
416,Mateo Amaya Chacón,1503675216,Supervisor,2024-08-30,+34705 85 12 81,olivaresramiro@hotmail.com
417,Merche Sans Luís,6219452338,Confeccionista,2024-05-10,+34749499485,belenibanez@sureda.es
418,Felix Soto Navarrete,6787782417,Cortador,2024-03-12,+34740 993 308,bolanosalexandra@company.net
419,Cristina Delfina Cuervo Abril,4561920496,Diseñador,2025-04-12,+34733125014,isaura74@bejarano-rosales.es
420,América del Estrada,7997546430,Empacador,2021-12-22,+34 684861531,solermelchor@yahoo.com
421,Galo Gargallo Pedro,6735978352,Confeccionista,2022-09-18,+34 691 575 607,americo65@dalmau.com
422,Plácido Ribas-Piquer,1115082134,Supervisor,2021-07-04,+34 730629542,naciogalvez@yahoo.com
423,Eduardo Piña,3655250369,Diseñador,2020-07-11,+34 746 18 18 39,ahoz@ochoa.com
424,Severiano Ramirez Posada,3589881814,Diseñador,2022-12-10,+34 737 944 401,emilianarosa@gmail.com
425,Renata Pedrosa-Escudero,7293268290,Cortador,2024-01-08,+34713 30 76 55,rolandobonilla@goicoechea.es
426,Hermenegildo Hoz,2480341400,Cortador,2020-08-15,+34 711081095,blazquezrosalina@hotmail.com
427,Quirino Valentín Real,2379860133,Diseñador,2022-11-30,+34704058630,icobo@samper.org
428,Fortunato Gutierrez-Lloret,9393016297,Supervisor,2020-11-23,+34725 893 761,febelastra@gmail.com
429,Petrona de Llanos,9066503455,Empacador,2023-02-06,+34707 268 828,carreramamen@yahoo.com
430,Virgilio Saez,5323968032,Empacador,2023-03-20,+34 829 053 614,bcarrera@hotmail.com
431,Telmo Aparicio Quesada,9747819716,Cortador,2024-07-13,+34 686012896,pminguez@salamanca.com
432,Francisco Pinto Andrés,9904942926,Confeccionista,2022-02-07,+34 712832592,lmonreal@teruel-caballero.es
433,Cirino Reina-Soto,5644199975,Supervisor,2020-12-10,+34 740 961 348,pastor33@izaguirre.es
434,Imelda Miralles Roman,9622754692,Diseñador,2021-05-02,+34 711 80 09 49,jibanez@hotmail.com
435,Javier Torrents,1147218561,Diseñador,2025-05-01,+34737 05 46 12,emma70@gmail.com
436,Javi Múñiz,6054574539,Confeccionista,2025-04-04,+34 737 104 530,domingomilla@olivera.net
437,Ramiro Ferrándiz Alegre,4475465640,Confeccionista,2022-05-30,+34627 23 64 09,monrealraquel@moreno-duenas.com
438,Máxima Pellicer Rosado,1612039824,Supervisor,2022-10-14,+34718436731,edgar02@gmail.com
439,Nilda Cándida Miralles Vicens,4291974906,Diseñador,2021-03-01,+34697 315 777,ligiasala@hotmail.com
440,Samuel Germán Tomé Avilés,5189498378,Cortador,2021-11-19,+34735800037,hfonseca@gmail.com
441,Evaristo Esteban Peiró,8775831254,Empacador,2024-11-03,+34 708 331 648,lorenzoandrade@cazorla.org
442,Fabiana de Menendez,7451920570,Diseñador,2023-06-13,+34705 413 557,mirofortunato@gmail.com
443,Maura Carmona Ayala,4548219498,Cortador,2024-08-09,+34905 06 02 48,ferrandizadan@yahoo.com
444,Gastón Jafet Cervantes Quevedo,4859698862,Diseñador,2022-07-08,+34 679 508 181,charodomingo@cerezo-larranaga.com
445,Pilar Acedo-Cano,5728518887,Confeccionista,2021-06-15,+34 973 42 93 06,iramos@exposito.es
446,Ramón Rómulo Montenegro Torralba,9744915004,Diseñador,2023-05-07,+34857492944,caridad67@gomis-colom.es
447,Marisol Estrada Vélez,4756118261,Confeccionista,2024-02-18,+34717044111,xalarcon@gmail.com
448,Hernán Uribe Tena,7364008563,Empacador,2022-05-31,+34735 814 487,rebolloximena@hotmail.com
449,Adelardo Calvet,1687940569,Supervisor,2021-02-09,+34 739 570 109,kbecerra@gmail.com
450,Alma Viña-Romeu,9024262479,Cortador,2024-04-25,+34984 082 846,adoracion16@villa.es
451,Ambrosio Tomás Tejera,2389486056,Empacador,2024-07-22,+34909553740,jordanserafina@hotmail.com
452,Kike Amores Vilanova,6836367981,Supervisor,2024-05-27,+34 635 97 51 20,felisa63@bayo.es
453,Leocadia del Goicoechea,5854699219,Diseñador,2021-09-06,+34944 487 950,rafapont@arce-vicens.es
454,Candelaria Miguel-Muro,8307263434,Diseñador,2022-05-11,+34727 57 77 10,benitocanales@gmail.com
455,Ricardo Colom Farré,7953749131,Supervisor,2023-01-24,+34864 698 263,zaragozarodolfo@aller-andreu.es
456,Paloma Carnero Cabanillas,7974747244,Cortador,2021-02-16,+34718873748,xborrell@alegria.es
457,Augusto Barrios Garay,3071633000,Supervisor,2022-11-05,+34712 10 68 76,loida37@perez.com
458,Javiera Lledó Alcaraz,5184505082,Confeccionista,2023-08-14,+34708483305,eustaquio43@palomares.org
459,Roque Hugo Cadenas Alsina,8452703705,Diseñador,2025-02-07,+34934970522,gvalcarcel@gmail.com
460,Lázaro Chaparro Riquelme,6421996031,Confeccionista,2023-05-03,+34 729 22 23 83,ildefonso94@gmail.com
461,Juan Pablo Salas Lerma,9850414402,Supervisor,2022-11-03,+34 858 18 43 23,sabaterbrigida@yahoo.com
462,Íngrid Martorell-Blanch,2615527069,Diseñador,2024-05-13,+34 707 23 85 90,xmate@amores-sevillano.es
463,Apolonia Peña Moliner,1214283070,Supervisor,2020-07-04,+34 716 75 20 85,benavidesyessica@gmail.com
464,Hernando Boada Iñiguez,7638293671,Empacador,2024-01-25,+34 717490551,emiranda@clemente.es
465,Andrea Amorós Lerma,1515792680,Cortador,2025-05-01,+34 622212522,lparejo@arnal.com
466,Óscar Galán Maza,1802152804,Empacador,2025-05-08,+34 701 521 633,nerea55@carrillo-bilbao.com
467,Fabiola Alsina Reig,25700672,Empacador,2023-01-06,+34 734346669,vascofortuny@recio.com
468,Hernán Morante Esteve,6244162222,Supervisor,2023-12-30,+34 694528903,hernando24@hotmail.com
469,Artemio Bou Alcántara,8277211215,Confeccionista,2021-05-02,+34 698 79 04 47,bdominguez@gmail.com
470,Cruz Casal Manzanares,3120876272,Empacador,2024-09-29,+34727464115,ruizmiriam@yahoo.com
471,Petrona Naranjo Iñiguez,9891949160,Supervisor,2020-07-13,+34 713 819 311,ascension32@hotmail.com
472,Anna Iborra Carbajo,3407178665,Cortador,2021-09-30,+34724492099,amoraznar@hotmail.com
473,Abraham Mora-Navas,9244520917,Supervisor,2024-02-23,+34700794409,quirinomena@gmail.com
474,René Otero Martinez,3248656228,Diseñador,2023-10-28,+34723 86 63 97,maparicio@gmail.com
475,Estefanía Hoz Martín,3213402830,Diseñador,2021-01-08,+34903 55 55 69,natalia74@gmail.com
476,Cesar Díaz Peñas,4400527477,Confeccionista,2025-01-29,+34 716 76 24 36,fusterbernardino@gmail.com
477,Eusebia Duran Tomas,4978461849,Cortador,2020-07-25,+34973 730 801,kgomez@hernandez-duran.es
478,Nilda Sanjuan-Camacho,1420670019,Cortador,2021-08-10,+34 693219365,smanzanares@gmail.com
479,Lalo Linares Palacios,7001660110,Diseñador,2022-04-16,+34 706 70 70 43,margarita91@vazquez-gargallo.es
480,Viviana Saura Blanco,4621813947,Empacador,2023-08-10,+34870 028 503,icazorla@yahoo.com
481,Azahar de Peláez,7846471395,Supervisor,2023-06-23,+34 709 060 222,maria-pilarangulo@gmail.com
482,Maite Mur Pacheco,1737346068,Diseñador,2021-11-29,+34 705631485,yblanes@perales.es
483,Maricela Moraleda Barbero,9439995991,Empacador,2021-05-04,+34682706447,rsales@jover.com
484,Obdulia Aramburu-Atienza,2690420547,Empacador,2020-08-12,+34707068570,anita71@farre.com
485,Noa Vives Millán,8790705040,Confeccionista,2024-08-14,+34 748 23 18 54,cerdafabricio@chico.com
486,Isabela Baena-Garriga,9897130382,Supervisor,2022-01-12,+34 742 830 803,andrestormo@yahoo.com
487,Cecilia Carrera Aguirre,7398040761,Confeccionista,2024-03-13,+34 913 66 10 34,hermenegildo73@lumbreras.com
488,Olivia Arroyo Segarra,4082448485,Confeccionista,2025-01-20,+34737 316 084,gmonreal@gmail.com
489,Silvestre Polo Hoyos,5517142051,Confeccionista,2023-08-18,+34719499424,leocadioblanes@ropero.com
490,Eugenia Revilla Roig,8387816115,Confeccionista,2022-01-29,+34976 750 207,pliniogutierrez@cepeda.es
491,Candelario Gerónimo Escudero Echeverría,7408954102,Supervisor,2024-02-23,+34 704 143 234,lucho99@hotmail.com
492,Chita del Jódar,8667613408,Diseñador,2022-02-23,+34703874170,morenomugica@bermudez.com
493,Jordi Ocaña Coca,8493442807,Confeccionista,2024-03-12,+34 713588477,secoamaya@arjona.net
494,Manolo Pizarro Roldán,8741033324,Empacador,2020-11-16,+34 744425599,irmanavarro@rey.com
495,Carmelita Mir Ricart,6445919265,Supervisor,2022-06-04,+34 742 34 17 85,beltranjoel@calvet-camps.com
496,Salud Úrsula Fortuny Barón,3478436234,Supervisor,2021-10-10,+34 916 676 880,leon30@yahoo.com
497,Isidora Royo-Hierro,263689846,Empacador,2020-08-02,+34714 63 99 95,remigiojulia@calvo.es
498,Custodia Aramburu Priego,7138930719,Empacador,2021-07-02,+34728158028,soleracalixto@salinas-zorrilla.com
499,Tamara Olmo,543921385,Supervisor,2024-11-17,+34 812957135,amparo20@yahoo.com
500,León Adrián Segarra Mariño,9711224937,Supervisor,2024-11-14,+34 700 23 49 39,sabas82@gmail.com
501,Teodora Arribas Prat,1047934702,Empacador,2023-12-13,+34 712 27 01 67,regulodiego@gmail.com
502,Fausto Osorio Aragón,4134108844,Cortador,2021-02-26,+34 960116545,eli98@gmail.com
503,Marcela Izquierdo Francisco,1167957086,Supervisor,2023-02-05,+34839 313 140,silviocanet@hotmail.com
504,Paloma Porras Fajardo,6227955753,Diseñador,2022-02-14,+34 726850476,sespinosa@yahoo.com
505,Elodia Patiño Lastra,8904295163,Cortador,2022-12-25,+34 703 56 75 08,arcoyesica@blanes.com
506,Isabela Miralles Cerdán,1454464913,Confeccionista,2022-11-10,+34722729180,qgirona@guzman.net
507,Dimas Palacio Puerta,6322744355,Confeccionista,2025-05-21,+34 875 772 512,mbenavides@hotmail.com
508,Judith Rosell Frías,975975759,Diseñador,2021-11-02,+34 747 43 90 86,juan-carlos88@aragon-romeu.com
509,Jordi Roman Galvez,6506092876,Supervisor,2023-07-16,+34 724 46 64 62,muriarte@crespo-andreu.es
